         4688146 function calls (4563357 primitive calls) in 3.933 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       39    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/dispatcher.py:758(__init__)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/listobj.py:1(<module>)
        6    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callconv.py:468(unpack_dynamic_exception)
    16403    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
      185    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:1068(__new__)
     1015    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/ffi.py:329(close)
     2320    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:380(_insert_cast_defn)
1567/1519    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:445(__init__)
     2530    0.001    0.000    0.002    0.000 <__array_function__ internals>:177(can_cast)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/linalg/_dsolve/__init__.py:1(<module>)
     11/8    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:5124(get_parfor_call_table)
    17113    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
     3780    0.002    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/event.py:270(on_end)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/typed/dictobject.py:1(<module>)
        4    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:1438(post_process)
      326    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/functions.py:266(augment)
     2320    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:376(_insert_setattr_defn)
        4    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1623(dump_to_string)
     1189    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/functions.py:78(add_error)
       25    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:937(parse)
     2320    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:384(_insert_get_constant_defn)
    38241    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1597(dump)
      964    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/ffi.py:372(__del__)
       25    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1323(dump)
        4    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:982(peep_hole_delete_with_exit)
       21    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/inline_closurecall.py:1464(match)
       42    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:124(_make_refs)
      523    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:979(<genexpr>)
     4073    0.002    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pprint.py:99(_safe_tuple)
   843/59    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1174(_dfs_rec)
      387    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/compiler_lock.py:19(__enter__)
      258    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:533(__init__)
       21    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/inline_closurecall.py:1477(_inline_const_arraycall)
       77    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:149(__getattr__)
     2556    0.002    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/contextlib.py:86(__init__)
        4    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:2316(fixup_var_define_in_scope)
       24    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/typeof.py:90(_typeof_type)
       67    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:272(loops)
      185    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:691(_from_parts)
       19    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:109(verify)
      167    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:175(descr)
      368    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/selectors.py:181(get_key)
    46/25    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:435(_parse_sub)
      138    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:943(<listcomp>)
      184    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/runners.py:55(_cancel_all_tasks)
      185    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:1107(_opener)
      207    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:240(_next)
      902    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:123(_match)
      266    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/npydecl.py:25(_handle_inputs)
9609/7976    0.001    0.000    0.002    0.000 {built-in method builtins.hash}
       71    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:219(_loops)
      108    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/module.py:45(add_metadata)
      185    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:96(_from_config)
      305    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:156(__enter__)
      251    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/lowering.py:1442(loadvar)
      340    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:1097(add_type)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/linalg/_eigen/arpack/__init__.py:1(<module>)
       77    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:166(__getitem__)
      167    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:133(_descr)
       71    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:662(_find_loops)
      185    0.002    0.000    0.002    0.000 {built-in method posix.open}
      385    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:1123(__str__)
      209    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/typeof.py:41(typeof_impl)
      387    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/compiler_lock.py:11(acquire)
    64/28    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:493(_parse)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/_lil.py:1(<module>)
      803    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/numpy_support.py:125(as_dtype)
      368    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/socket.py:497(close)
    38344    0.002    0.000    0.002    0.000 {method 'popleft' of 'collections.deque' objects}
  218/160    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:975(_insert)
      387    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/compiler_lock.py:22(__exit__)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:5185(parfor_typeinfer)
      110    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1289(decorator)
      554    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu_options.py:16(__repr__)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/runtime/nrtdynmod.py:181(create_nrt_module)
      184    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/tasks.py:41(all_tasks)
       54    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:98(_get_path)
      110    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1267(decorate)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/typed/listobject.py:1(<module>)
      350    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/functools.py:816(dispatch)
      104    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:1304(_get_function)
        7    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/codegen.py:767(_finalize_dynamic_globals)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/cmathdecl.py:1(<module>)
       54    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/posixpath.py:449(relpath)
     1337    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
        2    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/rangeobj.py:87(getiter_range32_impl)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/setobj.py:1(<module>)
     2627    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/target_extension.py:121(inherits_from)
      495    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
      258    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:555(descr)
      387    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/compiler_lock.py:15(release)
      185    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:98(<listcomp>)
      522    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:387(replace_vars_inner)
        6    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:412(declare_function)
        5    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1482(restore_copy_var_names)
       25    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
      370    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:63(parse_parts)
      368    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/socket.py:493(_real_close)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/cffi/__init__.py:1(<module>)
     1328    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
       16    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callwrapper.py:38(cleanup_arg)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/ufunc/wrappers.py:461(gen_loop_body)
       33    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:91(get_lines)
        7    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/codegen.py:1013(scan_unresolved_symbols)
      692    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:681(descr)
      804    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:942(define)
      4/2    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:4996(push_call_vars)
        3    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:373(replace_vars)
     3400    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:351(_insert)
      108    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1001(make_intrinsic_template)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/rangeobj.py:100(from_range_state)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/unicode_support.py:1(<module>)
      648    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:439(descr)
        6    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callconv.py:454(return_user_exc)
     3548    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:360(<genexpr>)
    71/23    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1563(build_definitions)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:1(<module>)
       63    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:831(items)
       54    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:1183(__init__)
    37352    0.002    0.000    0.002    0.000 {method 'exception' of '_asyncio.Task' objects}
    37352    0.002    0.000    0.002    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        3    0.000    0.000    0.002    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typed_passes.py:616(run_pass)
       22    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/rewrites/ir_print.py:11(match)
        1    0.000    0.000    0.002    0.002 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/linalg/_matfuncs_sqrtm.py:1(<module>)
      380    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:301(cache_from_source)
      176    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:333(dispatch)
      208    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:738(alloca)
      368    0.002    0.000    0.002    0.000 {function socket.close at 0x1038169d0}
       48    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:215(set_weights)
      532    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/numpy_support.py:387(choose_types)
       16    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/collections/__init__.py:345(namedtuple)
      190    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
     3780    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/event.py:265(on_start)
       31    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callconv.py:161(_get_arg_packer)
      184    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/selectors.py:517(register)
       54    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:1212(__call__)
       31    0.000    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:319(get_arg_packer)
      209    0.001    0.000    0.002    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:513(fold_arg_vars)
      163    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:977(insert_value)
      133    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/ffi.py:270(__exit__)
      298    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:158(__setattr__)
        2    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/arrayobj.py:480(getitem_arraynd_intp)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/lowering.py:295(setup_function)
     1124    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1240(register)
     1562    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/errors.py:840(new_error_context)
      266    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/ffi.py:260(close)
        8    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1321(simplify_CFG)
       31    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/packer.py:73(__init__)
     2975    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/registry.py:67(__getitem__)
      267    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
      368    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/selectors.py:70(__getitem__)
1451/1433    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:455(_get_reference)
      552    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/base_events.py:184(_run_until_complete_cb)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/npyimpl.py:1(<module>)
      109    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/posixpath.py:372(abspath)
      267    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/inline_closurecall.py:1616(list_var_used)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/random/distributions.py:1(<module>)
      138    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/passmanagers.py:744(initialize)
        7    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/codegen.py:1150(create_library)
       68    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/arraydecl.py:23(get_array_index_type)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/ufunc/parallel.py:298(_set_init_process_lock)
        7    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/codegen.py:643(__init__)
    18952    0.001    0.000    0.001    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
       62    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typed_passes.py:757(_do_work_expr)
      184    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/coroutines.py:18(_is_debug_mode)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/functools.py:772(_find_impl)
      405    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:385(cached)
       54    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:1200(_has_loc)
      285    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
      138    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/passmanagers.py:751(finalize)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/functools.py:731(_compose_mro)
       33    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:298(topo_order)
      3/2    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:2755(_replace_loop_access_indices)
    19/12    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/consts.py:73(_infer_expr)
      167    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/misc.py:72(literal)
     1571    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/context.py:513(_insert_global)
      181    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:589(__repr__)
      148    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:498(getter)
      266    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/numpy_support.py:374(<listcomp>)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/removerefctpass.py:99(remove_unnecessary_nrt_usage)
      186    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu_options.py:122(encode)
       31    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/transforms.py:306(yield_loops_with_multiple_backedges)
     7560    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/event.py:138(is_start)
     1007    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/extending.py:62(overload)
     3353    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:384(__getattr__)
      262    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:926(__str__)
       36    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:211(_topo_order)
       50    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:244(__call__)
       62    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:1543(_analyze_expr)
       19    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:288(err_set_string)
     2923    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/target_extension.py:47(current_target)
      400    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:281(goto_entry_block)
      184    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/selectors.py:533(unregister)
       36    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:634(_find_topo_order)
