         13633529 function calls (13507492 primitive calls) in 14.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/mathimpl.py:1(<module>)
      367    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:134(descr_arg)
      181    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/functools.py:35(update_wrapper)
     2241    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:96(add_node)
      523    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:1051(__init__)
      185    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:1115(_join_multiline_values)
        6    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/enum.py:179(__new__)
       28    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/arrayobj.py:63(make_array)
      141    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      514    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:2216(<listcomp>)
     6187    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       15    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/compiler_machinery.py:370(dependency_analysis)
       84    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:97(traverse_models)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/removerefctpass.py:23(_rewrite_function)
      171    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:406(_interpolate_some)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/bytecode.py:268(__init__)
       15    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:2342(transfer_scope)
     2084    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:268(__init__)
      156    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/instructions.py:30(descr)
        7    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:1353(unserialize)
       39    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/dispatcher.py:44(__init__)
      325    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/containers.py:233(__init__)
       22    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/slicing.py:15(fix_index)
       16    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:2194(_analyze_op_call)
     6242    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     5656    0.001    0.000    0.001    0.000 {built-in method _asyncio._get_running_loop}
      117    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:1669(typeof_expr)
      203    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:672(_add_refine_map)
     1334    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:364(replace_var_callback)
     1718    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/abstract.py:20(_autoincr)
     7270    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
     1229    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1250(register_global)
     1010    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/imputils.py:28(lower)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/pycparser/c_lexer.py:9(<module>)
        2    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callwrapper.py:197(get_env)
     8146    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pprint.py:89(__init__)
      808    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/base_events.py:1911(set_debug)
     4854    0.001    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:195(block)
       82    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/npyimpl.py:685(_ufunc_db_function)
      532    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/numpy_support.py:394(<listcomp>)
      228    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/utils.py:33(erase_traceback)
      663    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/context.py:52(__getitem__)
       39    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/dylib.py:15(add_symbol)
        8    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:731(union_defs)
      251    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1272(_path_importer_cache)
        2    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/rangeobj.py:147(iternext)
       60    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typed_passes.py:702(get_func_type)
      182    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/inspect.py:2798(__init__)
        6    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/lowering.py:810(<listcomp>)
     1253    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu_options.py:131(__init__)
        5    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:858(gil_ensure)
       50    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:2221(op_LOAD_FAST)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/config.py:604(reload_config)
        1    0.000    0.000    0.001    0.001 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/_lib/decorator.py:30(<module>)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/packer.py:104(from_arguments)
      804    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:671(define)
        4    0.000    0.000    0.001    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1996(__init__)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:987(make_helper)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/config.py:151(update)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:736(get_item_pointer2)
      4/2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:3696(get_parfor_reductions)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:983(_make_helper)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/rangeobj.py:1(<module>)
     2424    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/base_events.py:644(stop)
        9    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1020(resolve)
       63    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:435(add_global_variable)
      750    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/value.py:87(__init__)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:500(_classify_pyc)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/targetconfig.py:290(get_mangle_string)
     2150    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/enum.py:407(__getitem__)
     2136    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/runtime/nrtdynmod.py:165(_define_nrt_unresolved_abort)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/pycparser/c_ast.py:19(<module>)
       49    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:118(<listcomp>)
       39    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:189(functions)
      808    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/_weakrefset.py:21(__enter__)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:145(data_layout)
      415    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:989(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/packer.py:109(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/untyped_passes.py:59(run_pass)
      370    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:741(__fspath__)
     2947    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/ffi.py:134(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:1216(nrt_adapt_ndarray_to_python)
      440    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:163(mangle_args)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:615(from_argument)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:636(spec_from_file_location)
      531    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:875(_to_list)
     2226    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:256(__hash__)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callconv.py:736(check_try_status)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/transforms.py:10(visit_Function)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:167(<listcomp>)
       59    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:546(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1449(merge_adjacent_blocks)
      108    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/extending.py:325(__init__)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/warnings.py:130(filterwarnings)
       33    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:222(__call__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/arrayobj.py:4274(codegen)
      113    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/re.py:203(sub)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/runtime/context.py:45(wrap)
       34    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/transforms.py:15(visit_BasicBlock)
       75    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:160(wrapped)
    68/28    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:127(mangle_type_or_value)
      209    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/typeof.py:66(_typeof_buffer)
       10    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:2026(_index_to_shape)
      808    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/_weakrefset.py:17(__init__)
    89/53    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:833(_get_or_set_rel)
       52    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:588(icmp_unsigned)
       21    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/mathimpl.py:139(unary_math_extern)
       25    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:1590(_end_current_block)
     2378    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      798    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/npydecl.py:214(<genexpr>)
      190    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu_options.py:112(_get_values)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:896(call_internal_no_propagate)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:652(get_returned_value)
     2424    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
     1076    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:241(format_constant)
       39    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/dispatcher.py:199(__init__)
       36    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:70(wrapped)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:217(_prune_phis)
     3414    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       36    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:201(__call__)
      440    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
      424    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:264(goto_block)
     3342    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      891    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:575(function_type)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/dispatcher.py:679(typeof_pyval)
      380    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/warnings.py:458(__enter__)
      301    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/target_extension.py:71(resolve_target_str)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:2217(run)
      180    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:290(_branch_helper)
       42    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:451(insert_unique_const)
     1860    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu_options.py:123(<genexpr>)
      167    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/arraydecl.py:609(StaticGetItemRecord)
      109    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:63(_escape_string)
     4201    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:554(_get_name)
      3/1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:4866(simplify_parfor_body_CFG)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1259(_path_hooks)
      124    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:383(replace_vars_stmt)
     2424    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/asyncio/events.py:722(get_event_loop_policy)
       34    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:76(_dispose)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/random/random_methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:625(from_return)
      608    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/enum.py:334(__call__)
      266    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/npydecl.py:94(<listcomp>)
      112    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/lowering.py:389(<listcomp>)
     3739    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:49(args)
      805    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/numpy_support.py:86(from_dtype)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/pycparser/ply/yacc.py:62(<module>)
       14    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:4837(_add_liveness_return_block)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:463(is_equiv)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/compiler.py:635(define_untyped_pipeline)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/tokenize.py:388(open)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/transforms.py:93(populate)
     2528    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/functions.py:262(key)
      943    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:254(get)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:890(guard_memory_error)
     1532    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/logging/__init__.py:1685(isEnabledFor)
       39    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:248(_dispose)
     5464    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:276(__contains__)
      109    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/posixpath.py:334(normpath)
      232    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:357(_set_terminator)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/_base.py:1(<module>)
      204    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/cffi/api.py:952(_builtin_function_type)
      138    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:1137(__str__)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/transforms.py:90(_populate_function_pm)
       27    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:89(get_global_variable)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:263(backbone)
     3937    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/_lib/decorator.py:144(make)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:873(__init__)
     3150    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1333(terminator)
      194    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/_collections_abc.py:848(__iter__)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:154(mangle_templated_ident)
      266    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/npydecl.py:51(<listcomp>)
       41    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:993(global_constant)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/untyped_passes.py:265(run_pass)
      190    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu_options.py:115(<dictcomp>)
      205    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1722(make_temp)
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/_lib/decorator.py:75(__init__)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:227(_post_doms)
       25    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:1657(_remove_unused_temporaries)
      570    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:558(_find_post_dominators)
      180    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/bytecode.py:245(next)
      171    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:765(get)
     1169    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:232(__eq__)
       13    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:954(get_python_api)
      217    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:1850(get)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:468(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/transforms.py:361(with_lifting)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/cffi/model.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:204(emit_environment_sentry)
