         13633529 function calls (13507492 primitive calls) in 14.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:96(closegroup)
       29    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:728(has_no_side_effect)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:955(pointer_add)
      414    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:206(__new__)
       10    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:518(get_constant_undef)
       13    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callconv.py:101(get_return_type)
       10    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:2165(_analyze_op_build_tuple)
      808    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
      532    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/numpy_support.py:384(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:478(number_long)
      279    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:533(get_value_type)
      531    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:876(<listcomp>)
      109    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:94(_len_encoded)
      397    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/inspect.py:159(isfunction)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/context.py:342(resolve_module_constants)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor_lowering.py:1574(define_pipelines)
        9    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:450(is_null)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1522(copy)
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:2448(op_CALL_FUNCTION)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/extending.py:39(decorate)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:1225(create_constant_array)
      331    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:48(get_argument_type)
      315    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:270(get)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/lowering.py:175(emit_environment_object)
      218    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/targetconfig.py:72(top)
      851    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/functions.py:306(<dictcomp>)
      499    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:703(<setcomp>)
      155    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1809(get_top_block)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/typed/typedobjectutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/random/_constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/linalg/_decomp_schur.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:5176(parfor_find_max_label)
      808    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/mathdecl.py:138(Math_frexp)
      185    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:644(sections)
      858    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1535(require)
       14    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:1025(seed_argument)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/cffi/api.py:433(_get_cached_btype)
      493    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:360(__getitem__)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cpu.py:291(finalize)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:1145(string_from_string)
      120    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:784(<genexpr>)
       36    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:110(union)
      108    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/values.py:1114(add_attribute)
      224    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1312(append)
       23    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:506(structure_repr)
      446    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:353(__init__)
       63    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/imputils.py:144(_decorate_getattr)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:2908(op_COMPARE_OP)
      109    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/posixpath.py:60(isabs)
      150    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:249(<genexpr>)
      119    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:211(module)
      117    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:239(__eq__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/ufunc_db.py:28(get_ufuncs)
      232    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:44(__init__)
     1046    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:883(_resolve_name)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/containers.py:293(__init__)
        9    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numpy/core/getlimits.py:458(__new__)
      109    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/utils.py:504(bit_length)
       25    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/enum.py:948(__and__)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:420(_find_postorder)
       47    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/functions.py:274(get_impl_key)
       54    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/genericpath.py:69(commonprefix)
      772    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/bytecode.py:310(__getitem__)
      165    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/common.py:4(_encode_string)
      106    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:455(__eq__)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/executionengine.py:196(_raw_object_cache_getbuffer)
      150    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/utils.py:758(get_hashable_key)
      394    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:389(__setattr__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/ufunc_db.py:48(_fill_ufunc_db)
     1018    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:4687(<genexpr>)
      961    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1112(__str__)
      209    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/cffi_utils.py:29(is_ffi_instance)
      140    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/containers.py:133(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:229(incref)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/funcdesc.py:79(lookup_globals)
       69    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/lowering.py:751(try_static_impl)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/funcdesc.py:117(llvm_cpython_wrapper_name)
      248    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:882(__init__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/misc/gdb_hook.py:1(<module>)
      171    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/collections/__init__.py:935(__getitem__)
     1288    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/context.py:661(<lambda>)
       38    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:980(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/controlflow.py:305(topo_sort)
       78    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/collections/__init__.py:581(__init__)
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/typing.py:722(__init__)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/npyfuncs.py:370(_generate_logaddexp)
       53    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/codecs.py:260(__init__)
      456    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
      140    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:5013(process_assign)
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:430(__call__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/math/mathimpl.py:1(<module>)
      155    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1718(advance_pc)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:169(make_callable_template)
       14    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/enum.py:942(__or__)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/serialize.py:193(reducer_override)
      305    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
      688    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:45(return_type)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:486(for_range)
       16    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:103(mangle_abi_tag)
      266    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:31(__init__)
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/builtins.py:106(generic)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:715(_get_jit_decorator)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/enum.py:164(__prepare__)
      248    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:1359(__iter__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1515(<setcomp>)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:513(format_constant)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/callconv.py:373(return_value)
       10    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1274(op_BUILD_TUPLE)
        4    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/misc/mergesort.py:1(<module>)
      328    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/os.py:758(decode)
       37    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/builtins.py:957(generic)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/dis.py:430(findlabels)
        8    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:795(empty)
       14    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:1030(seed_type)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:1087(raw_memcpy)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:179(prepend_namespace)
      334    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/posixpath.py:41(_get_sep)
      917    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/abstract.py:158(is_precise)
       14    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:4850(<listcomp>)
      398    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:255(_get_or_add_ind)
      116    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/sre_parse.py:1054(expand_template)
       53    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/weakref.py:417(__setitem__)
       21    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/rewrites/static_getitem.py:57(match)
      168    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/os.py:697(__iter__)
      705    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:119(defined)
       19    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:463(get_argument_type)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/module.py:151(declare_intrinsic)
      6/2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/cffi/model.py:56(get_cached_btype)
       13    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/untyped_passes.py:352(_do_work)
        5    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/containers.py:203(<listcomp>)
      232    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:1886(is_getitem)
      251    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1115(is_temp)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/arrayobj.py:140(store_item)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:1073(_raw_memcpy)
      101    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:1237(walk)
      2/1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:480(add_offset_to_labels)
       25    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1972(adapt_state_infos)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:760(peep_hole_list_to_tuple)
       22    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/rewrites/static_binop.py:14(match)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/runtime/nrtdynmod.py:27(_define_nrt_meminfo_data)
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1136(op_CALL_FUNCTION)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:626(<listcomp>)
       16    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:455(op_LOAD_GLOBAL)
       13    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/array_analysis.py:1267(_define)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cloudpickle/cloudpickle.py:1307(reducer_override)
       44    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/itanium_mangler.py:74(repl)
      284    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/types/abstract.py:28(_on_type_disposal)
       57    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:62(assign)
        4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/pythonapi.py:278(err_occurred)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/cgutils.py:261(__init__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/_lib/decorator.py:215(decorator)
     1141    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        7    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:448(__call__)
       10    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:432(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/cpython/hashing.py:435(_build_hashsecret)
      284    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1017(__init__)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/untyped_passes.py:1646(run_pass)
        2    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/datamodel/models.py:1134(__init__)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor.py:5164(parfor_add_offset_to_labels)
       16    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir_utils.py:829(<genexpr>)
      171    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:173(_label_suffix)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:427(zip_children)
       69    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/binding/module.py:52(__init__)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/base.py:482(pack_value)
      254    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/analysis.py:182(<genexpr>)
      258    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:137(gep)
       10    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/builder.py:539(not_)
       59    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typeinfer.py:87(lock)
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/scipy/sparse/_data.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/typing.py:130(_type_check)
       13    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/typing.py:456(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/arrayobj.py:131(load_item)
      865    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       85    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor_lowering.py:677(_create_shape_signature)
       92    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/analysis.py:200(fix_point_progress)
      808    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/parfors/parfor_lowering.py:55(_disable_sroa_like_opt)
       19    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:473(op_LOAD_CONST)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/postproc.py:235(remove_dels)
       19    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/typing/templates.py:1210(wrapper)
      157    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/llvmlite/ir/types.py:170(__init__)
     10/4    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/functools.py:686(_c3_mro)
      193    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/contextlib.py:363(__exit__)
        3    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/untyped_passes.py:1692(run_pass)
       30    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/np/npyimpl.py:762(register_binary_operator_kernel)
       32    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/byteflow.py:1840(fork)
        6    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/interpreter.py:2634(op_BINARY_SUBSCR)
       21    0.000    0.000    0.000    0.000 /Users/adam/.pyenv/versions/3.9.2/lib/python3.9/site-packages/numba/core/ir.py:425(call)
